     0.356160E+03     0.293170E+03     0.293286E+03     0.293397E+03     0.293501E+03     0.293594E+03     0.293675E+03     0.293742E+03     0.293796E+03     0.293838E+03     0.293870E+03     0.293894E+03     0.293910E+03     0.293921E+03     0.293929E+03     0.293933E+03     0.293936E+03     0.293938E+03     0.293939E+03     0.293939E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293939E+03     0.293939E+03     0.293938E+03     0.293936E+03     0.293933E+03     0.293929E+03     0.293921E+03     0.293910E+03     0.293894E+03     0.293870E+03     0.293838E+03     0.293796E+03     0.293742E+03     0.293675E+03     0.293594E+03     0.293501E+03     0.293397E+03     0.293286E+03     0.293170E+03     0.356160E+03
     0.293170E+03     0.293170E+03     0.293286E+03     0.293397E+03     0.293501E+03     0.293594E+03     0.293675E+03     0.293742E+03     0.293796E+03     0.293838E+03     0.293870E+03     0.293894E+03     0.293910E+03     0.293921E+03     0.293929E+03     0.293933E+03     0.293936E+03     0.293938E+03     0.293939E+03     0.293939E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293940E+03     0.293939E+03     0.293939E+03     0.293938E+03     0.293936E+03     0.293933E+03     0.293929E+03     0.293921E+03     0.293910E+03     0.293894E+03     0.293870E+03     0.293838E+03     0.293796E+03     0.293742E+03     0.293675E+03     0.293594E+03     0.293501E+03     0.293397E+03     0.293286E+03     0.293170E+03     0.293170E+03
     0.293286E+03     0.293286E+03     0.294798E+03     0.296253E+03     0.297604E+03     0.298815E+03     0.299863E+03     0.300739E+03     0.301445E+03     0.301996E+03     0.302411E+03     0.302713E+03     0.302925E+03     0.303070E+03     0.303166E+03     0.303227E+03     0.303265E+03     0.303288E+03     0.303301E+03     0.303308E+03     0.303313E+03     0.303315E+03     0.303316E+03     0.303316E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303317E+03     0.303316E+03     0.303316E+03     0.303315E+03     0.303313E+03     0.303308E+03     0.303301E+03     0.303288E+03     0.303265E+03     0.303227E+03     0.303166E+03     0.303070E+03     0.302925E+03     0.302713E+03     0.302411E+03     0.301996E+03     0.301445E+03     0.300739E+03     0.299863E+03     0.298815E+03     0.297604E+03     0.296253E+03     0.294798E+03     0.293286E+03     0.293286E+03
     0.293397E+03     0.293397E+03     0.296253E+03     0.299001E+03     0.301552E+03     0.303839E+03     0.305818E+03     0.307471E+03     0.308805E+03     0.309845E+03     0.310628E+03     0.311199E+03     0.311600E+03     0.311874E+03     0.312055E+03     0.312170E+03     0.312242E+03     0.312285E+03     0.312310E+03     0.312324E+03     0.312331E+03     0.312336E+03     0.312338E+03     0.312339E+03     0.312339E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312340E+03     0.312339E+03     0.312339E+03     0.312338E+03     0.312336E+03     0.312331E+03     0.312324E+03     0.312310E+03     0.312285E+03     0.312242E+03     0.312170E+03     0.312055E+03     0.311874E+03     0.311600E+03     0.311199E+03     0.310628E+03     0.309845E+03     0.308805E+03     0.307471E+03     0.305818E+03     0.303839E+03     0.301552E+03     0.299001E+03     0.296253E+03     0.293397E+03     0.293397E+03
     0.293501E+03     0.293501E+03     0.297604E+03     0.301552E+03     0.305219E+03     0.308505E+03     0.311348E+03     0.313723E+03     0.315640E+03     0.317134E+03     0.318260E+03     0.319079E+03     0.319657E+03     0.320050E+03     0.320310E+03     0.320476E+03     0.320578E+03     0.320640E+03     0.320676E+03     0.320696E+03     0.320707E+03     0.320713E+03     0.320716E+03     0.320718E+03     0.320718E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320719E+03     0.320718E+03     0.320718E+03     0.320716E+03     0.320713E+03     0.320707E+03     0.320696E+03     0.320676E+03     0.320640E+03     0.320578E+03     0.320476E+03     0.320310E+03     0.320050E+03     0.319657E+03     0.319079E+03     0.318260E+03     0.317134E+03     0.315640E+03     0.313723E+03     0.311348E+03     0.308505E+03     0.305219E+03     0.301552E+03     0.297604E+03     0.293501E+03     0.293501E+03
     0.293594E+03     0.293594E+03     0.298815E+03     0.303839E+03     0.308505E+03     0.312686E+03     0.316305E+03     0.319327E+03     0.321767E+03     0.323668E+03     0.325100E+03     0.326143E+03     0.326878E+03     0.327379E+03     0.327709E+03     0.327920E+03     0.328051E+03     0.328129E+03     0.328175E+03     0.328201E+03     0.328215E+03     0.328222E+03     0.328226E+03     0.328228E+03     0.328229E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328230E+03     0.328229E+03     0.328228E+03     0.328226E+03     0.328222E+03     0.328215E+03     0.328201E+03     0.328175E+03     0.328129E+03     0.328051E+03     0.327920E+03     0.327709E+03     0.327379E+03     0.326878E+03     0.326143E+03     0.325100E+03     0.323668E+03     0.321767E+03     0.319327E+03     0.316305E+03     0.312686E+03     0.308505E+03     0.303839E+03     0.298815E+03     0.293594E+03     0.293594E+03
     0.293675E+03     0.293675E+03     0.299863E+03     0.305818E+03     0.311348E+03     0.316305E+03     0.320593E+03     0.324176E+03     0.327068E+03     0.329321E+03     0.331019E+03     0.332256E+03     0.333127E+03     0.333720E+03     0.334112E+03     0.334362E+03     0.334517E+03     0.334610E+03     0.334664E+03     0.334695E+03     0.334712E+03     0.334721E+03     0.334725E+03     0.334728E+03     0.334729E+03     0.334729E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334730E+03     0.334729E+03     0.334729E+03     0.334728E+03     0.334725E+03     0.334721E+03     0.334712E+03     0.334695E+03     0.334664E+03     0.334610E+03     0.334517E+03     0.334362E+03     0.334112E+03     0.333720E+03     0.333127E+03     0.332256E+03     0.331019E+03     0.329321E+03     0.327068E+03     0.324176E+03     0.320593E+03     0.316305E+03     0.311348E+03     0.305818E+03     0.299863E+03     0.293675E+03     0.293675E+03
     0.293742E+03     0.293742E+03     0.300739E+03     0.307471E+03     0.313723E+03     0.319327E+03     0.324176E+03     0.328228E+03     0.331497E+03     0.334045E+03     0.335965E+03     0.337363E+03     0.338348E+03     0.339019E+03     0.339462E+03     0.339745E+03     0.339920E+03     0.340025E+03     0.340086E+03     0.340121E+03     0.340140E+03     0.340150E+03     0.340155E+03     0.340158E+03     0.340159E+03     0.340160E+03     0.340160E+03     0.340160E+03     0.340160E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340161E+03     0.340160E+03     0.340160E+03     0.340160E+03     0.340160E+03     0.340159E+03     0.340158E+03     0.340155E+03     0.340150E+03     0.340140E+03     0.340121E+03     0.340086E+03     0.340025E+03     0.339920E+03     0.339745E+03     0.339462E+03     0.339019E+03     0.338348E+03     0.337363E+03     0.335965E+03     0.334045E+03     0.331497E+03     0.328228E+03     0.324176E+03     0.319327E+03     0.313723E+03     0.307471E+03     0.300739E+03     0.293742E+03     0.293742E+03
     0.293796E+03     0.293796E+03     0.301445E+03     0.308805E+03     0.315640E+03     0.321767E+03     0.327068E+03     0.331497E+03     0.335070E+03     0.337856E+03     0.339955E+03     0.341484E+03     0.342561E+03     0.343295E+03     0.343779E+03     0.344088E+03     0.344280E+03     0.344395E+03     0.344462E+03     0.344500E+03     0.344521E+03     0.344532E+03     0.344538E+03     0.344540E+03     0.344542E+03     0.344542E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344543E+03     0.344542E+03     0.344542E+03     0.344540E+03     0.344538E+03     0.344532E+03     0.344521E+03     0.344500E+03     0.344462E+03     0.344395E+03     0.344280E+03     0.344088E+03     0.343779E+03     0.343295E+03     0.342561E+03     0.341484E+03     0.339955E+03     0.337856E+03     0.335070E+03     0.331497E+03     0.327068E+03     0.321767E+03     0.315640E+03     0.308805E+03     0.301445E+03     0.293796E+03     0.293796E+03
     0.293838E+03     0.293838E+03     0.301996E+03     0.309845E+03     0.317134E+03     0.323668E+03     0.329321E+03     0.334045E+03     0.337856E+03     0.340828E+03     0.343066E+03     0.344697E+03     0.345845E+03     0.346628E+03     0.347145E+03     0.347475E+03     0.347679E+03     0.347802E+03     0.347873E+03     0.347914E+03     0.347936E+03     0.347948E+03     0.347954E+03     0.347957E+03     0.347958E+03     0.347959E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347960E+03     0.347959E+03     0.347958E+03     0.347957E+03     0.347954E+03     0.347948E+03     0.347936E+03     0.347914E+03     0.347873E+03     0.347802E+03     0.347679E+03     0.347475E+03     0.347145E+03     0.346628E+03     0.345845E+03     0.344697E+03     0.343066E+03     0.340828E+03     0.337856E+03     0.334045E+03     0.329321E+03     0.323668E+03     0.317134E+03     0.309845E+03     0.301996E+03     0.293838E+03     0.293838E+03
